Wall time,Step,Value
1656201776.4548905,49,36.34862518310547
1656201777.9337447,99,8.984040260314941
1656201779.4612017,149,2.9948837757110596
1656201783.2184422,199,1.9066989421844482
1656201784.6222699,249,2.313084125518799
1656201786.155564,299,1.5738096237182617
1656201789.3243382,349,1.0553803443908691
1656201790.8432925,399,1.4260458946228027
1656201792.3015401,449,1.1073335409164429
1656201795.733779,499,1.4314947128295898
1656201797.2824745,549,1.2168993949890137
1656201798.821809,599,0.8360421061515808
1656201802.1149611,649,1.0416011810302734
1656201803.6303203,699,1.017219066619873
1656201805.1269271,749,1.1944444179534912
1656201806.5408242,799,1.1074752807617188
1656201809.7098446,849,0.724043607711792
1656201811.1786525,899,1.369869589805603
1656201812.695778,949,1.160043478012085
1656201815.7198284,999,0.9199017286300659
1656201817.2452874,1049,1.0444508790969849
1656201818.684699,1099,1.061213493347168
1656201821.8933976,1149,0.9157598614692688
1656201823.4380517,1199,1.0105915069580078
1656201824.9496164,1249,1.1385293006896973
1656201828.106085,1299,0.7620953321456909
1656201829.6347053,1349,0.9300837516784668
1656201831.1708074,1399,0.8945215940475464
1656201834.2403347,1449,1.0771968364715576
1656201835.7692406,1499,1.161541223526001
1656201837.2641082,1549,0.9374630451202393
1656201838.7916057,1599,0.790834903717041
1656201841.9618597,1649,0.9524243474006653
1656201843.4844546,1699,0.7500518560409546
1656201844.993637,1749,1.0668611526489258
1656201848.1018374,1799,0.8766504526138306
1656201849.6434681,1849,0.83979731798172
1656201851.143522,1899,0.9897392392158508
1656201854.1967037,1949,0.9040904641151428
1656201855.6456056,1999,1.092097282409668
1656201857.1866975,2049,0.8241522312164307
1656201860.238052,2099,0.8494304418563843
1656201861.727451,2149,0.9496324062347412
1656201863.2191253,2199,0.7403290271759033
1656201864.6597898,2249,0.7795040607452393
1656201867.849267,2299,0.8725064396858215
1656201869.3688133,2349,0.6464277505874634
1656201870.8872988,2399,0.9363240599632263
1656201873.9710345,2449,1.1147212982177734
1656201875.4791539,2499,1.047123908996582
1656201876.979862,2549,0.9651482105255127
1656201880.0476806,2599,0.6990782022476196
1656201881.5928435,2649,1.0077643394470215
1656201883.1215053,2699,1.2226958274841309
1656201886.1916888,2749,0.7663323283195496
1656201887.7279067,2799,0.6652401685714722
1656201889.2058108,2849,1.0278760194778442
1656201892.3550298,2899,0.9795870184898376
1656201893.8639634,2949,1.1865544319152832
1656201895.3485022,2999,0.9426120519638062
1656201896.8556488,3049,0.9995682239532471
1656201900.0884213,3099,1.059080719947815
1656201901.5913162,3149,0.590499758720398
1656201903.1237545,3199,0.7497344017028809
1656201906.3340197,3249,0.8748165369033813
1656201907.8685288,3299,1.089250922203064
1656201909.36159,3349,1.044697880744934
1656201912.4603357,3399,0.8269816637039185
1656201914.0078988,3449,0.7250266075134277
1656201915.5066853,3499,0.8122173547744751
1656201918.5305705,3549,0.9488937854766846
1656201920.0430121,3599,0.7588688135147095
1656201921.5536299,3649,0.7332888841629028
1656201923.078608,3699,1.042895793914795
1656201926.2397428,3749,0.7089687585830688
1656201927.7384179,3799,0.7280392050743103
1656201929.2572508,3849,0.8044531345367432
1656201932.4801927,3899,0.7737797498703003
1656201934.0179055,3949,0.8869521021842957
1656201935.5045998,3999,0.7474254965782166
1656201938.6450756,4049,0.6824790835380554
1656201940.1390026,4099,1.0288469791412354
1656201941.6508493,4149,0.8312812447547913
1656201944.7296975,4199,0.7081685066223145
1656201946.2395098,4249,0.8397534489631653
1656201947.7550116,4299,0.5546553730964661
1656201950.8945777,4349,0.5142819881439209
1656201952.4041152,4399,0.6911462545394897
1656201953.931674,4449,0.7711482048034668
1656201955.3770278,4499,0.9504553079605103
1656201958.5869677,4549,0.822900116443634
1656201960.1017528,4599,0.7225625514984131
1656201961.5781221,4649,0.7756105661392212
1656201964.71401,4699,1.0686440467834473
1656201966.2215004,4749,0.7966781258583069
1656201967.7024503,4799,0.6991471648216248
1656201970.8283517,4849,0.8082610368728638
1656201972.3734012,4899,0.9503664970397949
1656201973.82603,4949,0.8698345422744751
1656201976.9736612,4999,0.8716496229171753
1656201978.5275009,5049,0.7305876612663269
1656201980.0496323,5099,0.8341559767723083
1656201981.5507746,5149,1.104358434677124
1656201984.739673,5199,1.0033152103424072
1656201986.252637,5249,0.9252219200134277
1656201987.7279472,5299,1.0341392755508423
1656201990.9579997,5349,1.0199660062789917
1656201992.4823825,5399,0.7604988813400269
1656201993.9537175,5449,0.5398507118225098
1656201997.117748,5499,0.7758179903030396
1656201998.611672,5549,0.7376396656036377
1656202000.113875,5599,0.6783860921859741
1656202003.1366744,5649,0.6933495998382568
1656202004.7018332,5699,0.9754236340522766
1656202006.268781,5749,0.6528234481811523
1656202009.7647815,5799,0.816399872303009
1656202011.2342615,5849,0.6327198147773743
1656202012.6778352,5899,1.0342597961425781
1656202014.1417851,5949,0.7744109034538269
1656202017.1243737,5999,0.6029775142669678
1656202018.5771515,6049,0.8328737020492554
1656202020.0234923,6099,0.9572829008102417
1656202022.9785628,6149,0.7960001230239868
1656202024.4617567,6199,0.8267304301261902
1656202025.9349506,6249,0.7731823921203613
1656202028.9169612,6299,0.8259577751159668
1656202030.4149728,6349,0.8903490900993347
1656202031.9138288,6399,0.6466907262802124
1656202034.894392,6449,0.961982011795044
1656202036.3188372,6499,1.0678062438964844
1656202037.749643,6549,0.5230424404144287
1656202039.2307386,6599,0.6950675249099731
1656202042.2839131,6649,0.7456701397895813
1656202043.7462354,6699,0.700705885887146
1656202045.2153091,6749,0.6471831202507019
1656202048.4358037,6799,0.6663488745689392
1656202049.8712473,6849,0.6223471164703369
1656202051.2877486,6899,1.0210881233215332
1656202054.2313528,6949,0.7023509740829468
1656202055.6657495,6999,0.6830935478210449
1656202057.1465836,7049,0.6651889681816101
1656202060.1168435,7099,0.5822353363037109
1656202061.6209936,7149,0.5940808057785034
1656202063.098028,7199,0.971786618232727
1656202066.141866,7249,0.69118332862854
1656202067.647945,7299,0.976811945438385
1656202069.0810504,7349,0.9231066107749939
1656202070.5410728,7399,0.7148007154464722
1656202073.4909832,7449,0.8402711749076843
1656202074.8516045,7499,0.7180081009864807
1656202076.2344835,7549,0.6896436214447021
1656202079.2636569,7599,0.8844872117042542
1656202080.7498882,7649,0.79759681224823
1656202082.1606503,7699,0.6466684937477112
1656202085.1217716,7749,0.7658701539039612
1656202086.6025817,7799,0.6382412314414978
1656202088.0354154,7849,0.732718825340271
1656202090.9234452,7899,0.5420327186584473
1656202092.3932433,7949,0.7416191101074219
1656202093.867521,7999,0.7109445929527283
1656202095.3261306,8049,0.05739955976605415
1656202098.6831594,8099,0.6827143430709839
1656202100.1296632,8149,0.6077711582183838
1656202101.599409,8199,0.756255567073822
1656202104.5980082,8249,0.5847691893577576
1656202106.0778418,8299,0.7493304014205933
1656202107.5577407,8349,1.0063450336456299
1656202110.6710422,8399,0.5771068334579468
1656202112.1418083,8449,0.8481074571609497
1656202113.5788507,8499,0.5286340117454529
1656202116.565501,8549,0.6799559593200684
1656202118.0224476,8599,0.6296943426132202
1656202119.4638734,8649,0.7615852355957031
1656202122.4170194,8699,0.7365583181381226
1656202123.9006798,8749,0.7728621959686279
1656202125.3389835,8799,0.9809585809707642
1656202126.812939,8849,0.6276358366012573
1656202129.819756,8899,0.6505331993103027
1656202131.2162297,8949,0.6728981733322144
1656202132.618964,8999,0.587570071220398
1656202135.4859848,9049,1.1482346057891846
1656202136.9617496,9099,0.3281939625740051
1656202138.4076314,9149,0.6572003364562988
1656202141.5365667,9199,0.694940447807312
1656202143.0180957,9249,0.6320223808288574
1656202144.4747574,9299,0.6381691098213196
1656202147.3689976,9349,0.6887747645378113
1656202148.8767452,9399,0.797051191329956
1656202150.3618417,9449,0.811722993850708
1656202153.2367313,9499,0.6528793573379517
1656202154.749376,9549,0.9635070562362671
1656202156.1518152,9599,0.43224698305130005
1656202157.515277,9649,0.6231698989868164
1656202160.5280652,9699,0.5267191529273987
1656202161.9752681,9749,0.5866653919219971
1656202163.4639935,9799,0.6679855585098267
1656202166.4129376,9849,0.8522851467132568
1656202167.8991313,9899,0.841739296913147
1656202169.3825164,9949,0.6844967007637024
1656202172.3801084,9999,0.4977041780948639
1656202173.8720157,10049,0.5501109957695007
1656202175.2833176,10099,0.8070654273033142
1656202178.2846758,10149,0.8408801555633545
1656202179.7528796,10199,0.7024863958358765
1656202181.155353,10249,0.8238166570663452
1656202182.4946165,10299,0.7929505705833435
1656202185.6000636,10349,0.5348773002624512
1656202187.0991263,10399,0.7970396280288696
1656202188.5713418,10449,0.6273764371871948
1656202191.541703,10499,0.6921854019165039
1656202193.0044842,10549,0.7306859493255615
1656202194.4423985,10599,0.5453075766563416
1656202197.4733975,10649,0.5901801586151123
1656202198.9583874,10699,0.5542394518852234
1656202200.42229,10749,0.4517923891544342
1656202203.4117343,10799,0.8172242641448975
1656202204.8918216,10849,0.8402950763702393
1656202206.368369,10899,0.839853048324585
1656202209.242663,10949,0.5370723009109497
1656202210.6347718,10999,0.824696958065033
1656202212.0094686,11049,0.49556609988212585
1656202213.4147935,11099,0.6379661560058594
1656202216.459526,11149,1.0183415412902832
1656202217.9449723,11199,0.7332724332809448
1656202219.3992555,11249,0.7517945766448975
1656202222.5983737,11299,0.5616653561592102
1656202224.091083,11349,0.6178950071334839
1656202225.5679574,11399,0.7463780641555786
1656202228.597903,11449,0.7364948987960815
1656202230.0930634,11499,0.8345651030540466
1656202231.5716083,11549,0.6955816745758057
1656202234.6115165,11599,0.7226683497428894
1656202236.123977,11649,0.7399213910102844
1656202237.5926166,11699,0.7737399339675903
1656202239.0446713,11749,0.7400429248809814
1656202242.1170733,11799,0.5371255874633789
1656202243.5889783,11849,0.5867643356323242
1656202245.0399957,11899,0.9092757701873779
1656202248.124862,11949,0.5772035121917725
1656202249.5895982,11999,0.9641304612159729
1656202250.9216864,12049,0.8025330305099487
1656202254.0430522,12099,0.8456796407699585
1656202255.513074,12149,0.7770365476608276
1656202256.9685688,12199,0.7408329248428345
1656202259.9482703,12249,0.4922236204147339
1656202261.441592,12299,0.7416270971298218
1656202262.8614142,12349,0.5761839151382446
1656202265.8528063,12399,0.7002778053283691
1656202267.3679807,12449,0.5144997835159302
1656202268.809727,12499,0.6877529621124268
1656202270.2537005,12549,0.5151827335357666
1656202273.1608117,12599,0.7060405611991882
1656202274.640173,12649,0.5266019105911255
1656202276.0862918,12699,0.5979269742965698
1656202279.1081958,12749,0.7449649572372437
1656202280.570584,12799,0.6012888550758362
1656202282.0272906,12849,0.8226535320281982
1656202285.051943,12899,0.703771710395813
1656202286.5047517,12949,0.6262406706809998
1656202287.899536,12999,0.3909704387187958
1656202290.8666632,13049,0.507371723651886
1656202292.3621216,13099,1.0393900871276855
1656202293.8267438,13149,0.9463074207305908
1656202295.2423773,13199,0.5237689018249512
1656202298.9122846,13249,0.3970014452934265
1656202300.3602006,13299,0.5699847936630249
1656202301.8177972,13349,0.8494222164154053
1656202304.7472954,13399,0.6006752848625183
1656202306.2335403,13449,0.7464436292648315
1656202307.7174394,13499,0.7579832077026367
1656202310.7283914,13549,0.5745490193367004
1656202312.1843495,13599,0.4396246671676636
1656202313.656732,13649,0.9378589987754822
1656202316.66807,13699,0.6257365942001343
1656202318.0919328,13749,1.1842156648635864
1656202319.5633035,13799,0.6046464443206787
1656202322.6464622,13849,0.7185317277908325
1656202324.1243432,13899,0.5060656666755676
1656202325.513473,13949,0.64476478099823
1656202326.9717107,13999,0.7548242807388306
1656202329.9520857,14049,0.928694486618042
1656202331.413274,14099,0.648414134979248
1656202332.8703973,14149,0.6445344686508179
1656202335.9008808,14199,0.7029390931129456
1656202337.3644874,14249,0.9444798827171326
1656202338.8587906,14299,0.39362120628356934
1656202342.0251238,14349,0.5264276266098022
1656202343.514127,14399,0.6211321949958801
1656202344.9744833,14449,0.5620614290237427
1656202347.902477,14499,0.7133203148841858
1656202349.3297224,14549,0.6472532749176025
1656202350.7293034,14599,0.7175806164741516
1656202352.123683,14649,0.666683554649353
1656202355.181783,14699,0.598792314529419
1656202356.6379337,14749,0.44486159086227417
1656202358.035031,14799,0.6938573122024536
1656202361.2063875,14849,0.7876546382904053
1656202362.691288,14899,0.4912528693675995
1656202364.1565351,14949,0.7794409394264221
1656202367.1304483,14999,0.7133575677871704
1656202368.6201274,15049,0.6492182612419128
1656202370.0310664,15099,0.7352475523948669
1656202372.960269,15149,0.902387261390686
1656202374.398391,15199,0.6420005559921265
1656202375.831465,15249,0.8534561991691589
1656202378.903178,15299,0.47423499822616577
1656202380.3971906,15349,0.6898281574249268
1656202381.862106,15399,0.6220976114273071
1656202383.2956917,15449,0.9215083122253418
1656202386.18257,15499,0.5277661085128784
1656202387.6112916,15549,0.5762324333190918
1656202389.0713139,15599,0.6773282885551453
1656202392.1105762,15649,0.7035961151123047
1656202393.567991,15699,0.5748656988143921
1656202395.0303206,15749,0.5983872413635254
1656202398.0477576,15799,0.7237727642059326
1656202399.44939,15849,0.6987024545669556
1656202400.7933137,15899,0.5957008600234985
1656202403.8431177,15949,0.5621393322944641
1656202405.2971945,15999,0.774246335029602
1656202406.769713,16049,0.8002427816390991
1656202408.2004879,16099,1.6315767765045166
1656202411.3682091,16149,0.7033329010009766
1656202412.819097,16199,0.7069797515869141
1656202414.2504625,16249,0.4949079751968384
1656202417.3330967,16299,0.7726842164993286
1656202418.8310847,16349,0.8025586605072021
1656202420.2864082,16399,0.6356032490730286
1656202423.3400958,16449,0.5254098176956177
1656202424.814441,16499,0.6255648136138916
1656202426.269326,16549,1.1061511039733887
1656202429.3241036,16599,0.8083177208900452
1656202430.812313,16649,0.7498006820678711
1656202432.293858,16699,0.8134567737579346
1656202435.1097817,16749,0.8592712879180908
1656202436.577148,16799,0.7974459528923035
1656202437.9909937,16849,0.7385479211807251
1656202439.4669816,16899,0.9366781711578369
1656202442.5447924,16949,0.5280864238739014
1656202444.0245147,16999,0.4502350687980652
1656202445.4377584,17049,0.5394765138626099
1656202448.4465795,17099,0.510451078414917
1656202449.9373267,17149,0.7314162254333496
1656202451.4075727,17199,0.7493668794631958
1656202454.4984572,17249,0.4676116108894348
1656202455.9654315,17299,0.5138695240020752
1656202457.4072576,17349,0.7444863319396973
1656202460.440481,17399,0.9452910423278809
1656202461.8708758,17449,0.505609393119812
1656202463.337566,17499,0.4195256233215332
1656202466.2356813,17549,0.630159854888916
1656202467.7481987,17599,0.6629962921142578
1656202469.2400196,17649,0.6583938598632812
1656202470.670412,17699,0.6286189556121826
1656202473.6048963,17749,0.5365419983863831
1656202475.0901852,17799,0.5388888120651245
1656202476.5166168,17849,0.5809122323989868
1656202479.4933403,17899,0.6933974027633667
1656202480.9825468,17949,0.6824522018432617
1656202482.458773,17999,0.6675431728363037
1656202485.5644696,18049,0.4669053256511688
1656202486.9681928,18099,0.7157838344573975
1656202488.4509544,18149,0.6574428081512451
1656202491.3914948,18199,0.3546719253063202
1656202492.8401709,18249,0.49780261516571045
1656202494.2662075,18299,0.5356661677360535
1656202495.702277,18349,0.828754186630249
1656202498.577389,18399,0.8210970163345337
1656202500.0624201,18449,0.4918249845504761
1656202501.5347233,18499,0.41173994541168213
1656202504.4772546,18549,0.8095848560333252
1656202505.9768696,18599,0.8422725200653076
1656202507.4544177,18649,0.512397825717926
1656202510.5077705,18699,0.5598002672195435
1656202511.9409947,18749,0.5694636106491089
1656202513.4146943,18799,0.7445461750030518
1656202516.5203593,18849,0.8227730989456177
1656202517.9023485,18899,0.6557790637016296
1656202519.3233485,18949,0.8923402428627014
1656202522.2674003,18999,0.6308313012123108
1656202523.7381973,19049,0.6503877639770508
1656202525.2222023,19099,0.6485644578933716
1656202526.6493912,19149,0.8184952139854431
1656202529.5264347,19199,0.556948184967041
1656202530.936001,19249,0.5699042677879333
1656202532.3864336,19299,0.6427857875823975
1656202535.4897177,19349,0.7438852190971375
1656202536.9198165,19399,0.4634995460510254
1656202538.312723,19449,0.41390061378479004
1656202541.336755,19499,0.4525737166404724
1656202542.7767718,19549,0.7617465257644653
1656202544.1681764,19599,0.8107074499130249
1656202547.1813722,19649,0.5509603023529053
1656202548.6841516,19699,0.46128737926483154
1656202550.1661487,19749,0.5262465476989746
1656202551.634077,19799,0.6794482469558716
1656202554.606061,19849,0.852381706237793
1656202556.0249922,19899,0.587329626083374
1656202557.4837315,19949,0.6122261881828308
1656202560.580004,19999,0.4438602328300476
1656202562.0382109,20049,0.6674705743789673
1656202563.5069506,20099,0.4695869982242584
1656202566.532745,20149,0.5982649326324463
1656202567.9036365,20199,0.5065674781799316
1656202569.3383806,20249,0.4437820315361023
1656202572.4398353,20299,0.5551524758338928
1656202573.8538847,20349,0.5666875243186951
1656202575.249888,20399,0.45922136306762695
1656202578.4627924,20449,0.4631393849849701
1656202579.9111571,20499,0.5576450228691101
1656202581.365613,20549,0.7283347845077515
1656202582.7594228,20599,0.7213895320892334
1656202585.8235981,20649,0.8707252740859985
1656202587.2464895,20699,0.6831474304199219
1656202588.6718009,20749,0.747270941734314
1656202591.6199012,20799,0.6154859066009521
1656202593.0465982,20849,0.4028245210647583
1656202594.4947004,20899,0.4038617014884949
1656202597.6082675,20949,0.657505989074707
1656202599.106891,20999,0.6413649320602417
1656202600.558237,21049,0.6350709199905396
1656202603.6787815,21099,0.32519325613975525
1656202605.1456614,21149,0.434426486492157
1656202606.5878208,21199,0.6392290592193604
1656202607.9956753,21249,0.5397031307220459
1656202610.9606328,21299,0.6703978776931763
1656202612.4321897,21349,0.7104532718658447
1656202613.8446312,21399,0.7468858361244202
1656202616.7725213,21449,0.6331961154937744
1656202618.2087824,21499,0.800899863243103
1656202619.6736758,21549,0.7057957649230957
1656202623.0900476,21599,0.5190951824188232
1656202624.5762033,21649,0.441816508769989
1656202626.0156972,21699,0.9866334199905396
1656202629.033583,21749,0.5303876399993896
1656202630.472911,21799,0.7303537130355835
1656202631.955426,21849,0.5197811126708984
1656202634.904851,21899,0.931621789932251
1656202636.3686888,21949,0.4681749939918518
1656202637.79207,21999,0.6640489101409912
1656202639.1790183,22049,0.7237241268157959
1656202642.200418,22099,0.626787543296814
1656202643.6685834,22149,0.4372698664665222
1656202645.1364877,22199,0.47962069511413574
1656202648.1229937,22249,0.8325349688529968
1656202649.5713649,22299,0.5559015274047852
1656202650.9685595,22349,0.49130433797836304
1656202653.970127,22399,0.7172409296035767
1656202655.4204683,22449,0.6595008373260498
1656202656.835545,22499,0.6615772247314453
1656202659.6863706,22549,0.6848026514053345
1656202661.1691759,22599,0.6904817223548889
1656202662.5916884,22649,0.3361077308654785
1656202663.9989111,22699,0.7227365970611572
1656202666.9589827,22749,0.4259771406650543
1656202668.43083,22799,0.5032923817634583
1656202669.9107773,22849,0.7644369602203369
1656202673.014709,22899,0.5430582761764526
1656202674.5020702,22949,0.6769883036613464
1656202675.9465406,22999,0.48606905341148376
1656202678.8871038,23049,0.7689095735549927
1656202680.298515,23099,0.44827690720558167
1656202681.7769063,23149,0.6738885641098022
1656202684.7759976,23199,0.4479966163635254
1656202686.2694807,23249,0.6033141613006592
1656202687.7543836,23299,0.7940215468406677
1656202690.7164433,23349,0.6147184371948242
1656202692.1545324,23399,0.7593539357185364
1656202693.6202998,23449,0.5100998878479004
1656202695.0624094,23499,0.5481503009796143
1656202698.0373282,23549,0.7668790817260742
1656202699.5191174,23599,0.6538220643997192
1656202700.963785,23649,0.46091699600219727
1656202703.9859083,23699,0.5271906852722168
1656202705.4133136,23749,0.7991337776184082
1656202706.889317,23799,0.6328577399253845
1656202709.7261333,23849,0.7210267186164856
1656202711.2064972,23899,0.556403398513794
1656202712.6699798,23949,0.404681921005249
1656202715.664158,23999,0.626867413520813
1656202717.1535847,24049,0.6664383411407471
1656202718.5922465,24099,0.8490139842033386
1656202720.0647092,24149,1.3912906646728516
